action_id,source_unitid,source_institution_name,source_accreditor,source_action_date,source_action_type,source_action_label_raw,source_generated_statement,source_source_url,source_source_title,source_row_origin,override_unitid,override_institution_name,override_accreditor,override_action_date,override_action_type,override_action_label_raw,override_generated_statement,override_source_url,override_source_title,first_seen,review_status,reviewer,reviewer_notes,reviewed_at,grandfathered
0fca1ed33d7e,185590,Montclair State University,MSCHE,2023-06-21,other,Grant Substantive Change: Ownership,Grant Substantive Change: Ownership,https://ope.ed.gov/dapip/#/institution-profile/128364,DAPIP Institutional Accreditation Action,scraper,,,,,,"To acknowledge receipt of the complex substantive change request. To include the change in legal status, form of control, or ownership within the institution's scope of accreditation effective June 30, 2023. To note the complex substantive change request includes the merger of Bloomfield College with Montclair State University, effective June 30, 2023, the anticipated date of the transaction. To note that Montclair State University is the surviving institution and Bloomfield College will become an additional location of Montclair State University. To require notification of the date of the closing of the transaction within five calendar days of the transaction, or immediate notification if there is any delay in the anticipated date of the closing of the transaction by email to [email protected]. To request a supplemental information report, due August 15, 2023, documenting (1) updated status of the complex substantive change (Complex Substantive Change Procedures); (2) written evidence of approvals from all necessary licensing, regulatory, or other legal entities as necessary, including the United States Department of Education and the New Jersey Office of the Secretary of Higher Education (Standard II and former Requirement of Affiliation 5); (3) assessment of student learning and achievement that demonstrates that students have accomplished educational goals consistent with their programs of study (Standard V and Requirements of Affiliation 8 and 9); (4) evidence that its student learning programs are characterized by coherence and appropriate assessment of student achievement throughout its educational offerings, at both institutional and program levels, with evidence that faculty and appropriate institutional stakeholders have considered and used assessment results to improve teaching and learning (Standard V and Requirement of Affiliation 9); (5) sufficient support to sustain the assessment of student achievement and to communicate results of assessment to stakeholders (Standard V); (6) periodic assessment of the effectiveness of assessment processes utilized by the institution for the improvement of educational effectiveness (Standard V); (7) sufficiency of resources to fulfill its mission and goals to support its educational purposes and programs (Standard VI and former Requirement of Affiliation 11); and (8) clearly stated, aligned and coherent institutional and unit objectives, with evidence of the implementation of a systematic, organized, and sustained assessment process demonstrating that institutional and unit stakeholders have considered and used assessment results in planning, budgeting, and the improvement of institutional and unit effectiveness (Standard VI and former Requirement of Affiliation 10). To note that the surviving institution is responsible for ensuring the submission of all required reports and information on behalf of the merged institutions. To note that the main campus of Bloomfield College at 467 Franklin Street, Bloomfield, NJ 07003 will become an additional location included within the scope of accreditation of Montclair State University. To require immediate notification when Bloomfield College becomes an additional location of Montclair State University by email to [email protected]. To direct a Commission liaison guidance visit to discuss the Commission's expectations. To direct a complex substantive change site visit to the main campus at Montclair State University and the newly acquired additional location at 467 Franklin Street, Bloomfield, NJ 07003 as soon as practicable but no later than six months after June 30, 2023, the anticipated date of the transaction. To remind the institution of its obligation to inform the Commission about any and all developments relevant to this action. To direct the institution to conduct a new comprehensive evaluation in accordance with Commission policy and procedures and federal regulation 34 CFR § 602.22(h). To note that the institution is currently in self-study in anticipation of an evaluation visit in 2025-2026. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision and/or the requested substantive change is not implemented within one calendar year from the date of this action.","Merger of Bloomfield College with Montclair State University (effective June 30, 2023)",https://www.msche.org/institution/0224/,MSCHE Statement of Accreditation Status - Montclair State University,2026-06-01,reject,MV,,,FALSE
911dad5643c7,192271,LIM College,MSCHE,2025-10-30,other,Grant Substantive Change: Ownership,Grant Substantive Change: Ownership,https://ope.ed.gov/dapip/#/institution-profile/130800,DAPIP Institutional Accreditation Action,scraper,,,,,,"To acknowledge receipt of the complex substantive change request. To include the change in legal status, form of control, and ownership within the institution's scope of accreditation, effective December 1, 2025. To note the complex substantive change includes the sale of the institution to JEF New York, Inc. (JEFNY), a subsidiary of Japan Educational Foundation (JEF), effective December 1, 2025, the anticipated date of the transaction. To require notification of the date of the closing of the transaction within five calendar days of the transaction, or immediate notification if there is any delay of the anticipated closing date, by email to [email protected]. To request a complex substantive change supplemental information report, due February 27, 2026, providing (1) the updated status of the complex substantive change; (2) written evidence of review, including but not limited to, approval of the transaction from all outstanding required licensing, regulatory, or other legal entities as necessary, including the United States Department of Education and New York State Department of Education (Standard II); and (3) documentation of any new agreements or related entity disclosures for collaborations with JEFNY affiliated institutions (Related Entities Policy and Procedures). To note that accreditation status cannot be acquired by, transferred, or extended to any third party (Related Entities Policy and Procedures). To direct the evaluation team, scheduled to visit in spring 2026, to review the institution's establishment of and compliance with a written conflict of interest policy designed to ensure the impartiality of the governing body, including documentation of regular or systematic disclosures or reporting of conflicts of interest and/or recusals (Standard VII). To direct a complex substantive change site visit to take place as soon as practicable but no later than six months after December 1, 2025, the anticipated date of the transaction. To direct the evaluation team to verify the information in the complex substantive change during the on-site evaluation visit. To direct a prompt Commission liaison guidance visit to discuss the Commission's expectations including post-transaction requirements. To remind the institution of its obligation to inform the Commission about any and all developments relevant to this action. To note the Commission may rescind this action if any developments reveal additional information that might have affected the Commission's decision, or if the complex substantive change is not implemented within one year of this action. To direct the institution to conduct a new comprehensive evaluation in accordance with Commission policy and procedures and federal regulation 34 CFR 602.22(h). A new comprehensive evaluation is not required because the institution is currently in self-study in anticipation of an evaluation visit in 2025-2026.","Sale of the institution to JEF New York, Inc. (JEFNY), a subsidiary of Japan Educational Foundation (JEF), effective December 1, 2025,",https://www.msche.org/institution/0459/,MSCHE Statement of Accreditation Status - LIM College,2026-06-01,approved,MV,,,FALSE
ab7446863aeb,195304,Sarah Lawrence College,MSCHE,2025-06-30,adverse_action,"To acknowledge receipt of the supplemental information report directed by the Commission action of June 27, 2024. To accept the institution's request to voluntarily surrender its accreditation and terminate its membership effective June 2, 2025. To note that a teach-out plan and teach-out agreements are not necessary because the institution will retain its degree granting authority from the New York State Department of Education and primary accreditation through another accreditor recognized by the United States Department of Education. To note that the United States Department of Education Office of Federal Student Aid determined reasonable cause for the change in accreditor and issued approval for the change in accreditor on November 8, 2024, pursuant to DCL ID GEN 25-03 dated May 1, 2025. To note receipt of written notification, dated June 2, 2025, that the United States Department of Education acknowledges the new accrediting agency as the institution's primary accrediting agency. To note further that the Commission has determined the institutional change of accrediting agency is voluntary pursuant to 34 C.F.R. 602.14(a). To note that accreditation ceased on June 30, 2025. As of July 1, 2025, Sarah Lawrence College is no longer accredited by the Middle States Commission on Higher Education. To note the New England Commission of Higher Education is the institutional accreditor for the institution and will now serve as the designated Title IV gatekeeper for the institution. To note that student records will be maintained at Sarah Lawrence College, One Meadway, Bronxville, NY 10708.",Voluntarily Surrendered Accreditation,https://www.msche.org/institution/0384/,MSCHE Statement of Accreditation Status - Sarah Lawrence College,scraper,,,,,,,,,,2026-06-01,reject,MV,,,FALSE
b0b3df42b86d,195304,Sarah Lawrence College,MSCHE,2024-06-27,adverse_action,"To acknowledge receipt of the supplemental information report requested by the Commission action of March 13, 2024. To request a supplemental information report, due November 1, 2024, providing further evidence of (1) United States Department of Education (USDE) approval of the transfer of gatekeeper status to another accreditor, including verification that the New England Commission on Higher Education (NECHE) is the designated gatekeeper for USDE (pursuant to DCL ID GEN 22-11 updated September 26, 2022, and DCL ID GEN 22-10 dated July 19, 2022) (Standard II); (2) written verification from NECHE of effective date for change in accreditors (Standard II); and (3) the effective date of the voluntary surrender (MARCHE Bylaws and Accreditation Actions Policy and Procedures, and Accreditation Review Cycle and Monitoring Policy and Procedures).",Voluntarily Surrendered Accreditation,https://www.msche.org/institution/0384/,MSCHE Statement of Accreditation Status - Sarah Lawrence College,scraper,,,,,,,,,,2026-06-01,reject,MV,,,FALSE
bfda0e7613d7,195304,Sarah Lawrence College,MSCHE,2024-03-13,adverse_action,"To acknowledge receipt of the notification dated March 5, 2024, of the institution's intent to change its primary accreditor, voluntarily surrender accreditation, and terminate membership. To request a supplemental information report, due April 26, 2024, providing: (1) evidence that state or federal requirements and approvals regarding the surrender of the institution's accreditation status have been obtained or are in progress and that the institution has ascertained and verified that any state or federal requirements related to surrender or loss of accreditation have been met (Standard II); (2) information regarding any implications of the surrender of title IV/student financial aid program participation including any correspondence or notification from the Federal Student Financial Aid Office of the United States Department of Education (USDE), and USDE's approval of the transfer of gatekeeper status to another accreditor, including verification that the New England Commission on Higher Education (NECHE) is the designated gatekeeper for USDE (pursuant to DCL ID GEN 22-11 updated September 26, 2022, and DCL ID GEN 22-10 dated July 19, 2022) (Standard II); (3) copies of communications to the institution's community, including all board members, students, faculty, staff, and others with significant roles, related to the surrender of accreditation as appropriate (Standards II and VII, Public Disclosures Policy and Procedures); (4) relevant correspondence and/or written evidence of application with NECHE (Standard II); and (5) the anticipated date of the voluntary surrender (MARCHE Bylaws and Accreditation Actions Policy and Procedures, and Accreditation Review Cycle and Monitoring Policy and Procedures). To note that a teach-out plan is not necessary because the institution will retain its degree granting authority from the New York State Education Department and primary accreditation through another accreditor recognized by the United States Department of Education.",Voluntarily Surrendered Accreditation,https://www.msche.org/institution/0384/,MSCHE Statement of Accreditation Status - Sarah Lawrence College,scraper,,,,,,,,,,2026-06-01,reject,MV,,,FALSE
ddfa99e1e025,213303,Keystone College,MSCHE,2025-06-02,other,"To acknowledge receipt of notification that the merger of Keystone College into Keystone College, LLC, with Washington Institute for Education and Research (WIER) as the sole member occurred on May 30, 2025. To remind the institution of its obligation to inform the Commission about any and all developments relevant to this action. The date of the next evaluation will be determined upon reaffirmation of accreditation.","Merger of Keystone College into Keystone College, LLC, with Washington Institute for Education and Research (WIER) as the sole member (effective May 30, 2025)",https://www.msche.org/institution/0513/,MSCHE Statement of Accreditation Status - Keystone College,scraper,,,,2025-05-29,show_cause,"To acknowledge receipt of the complex substantive change request. To include the change in legal status, form of control, and ownership within the institution's scope of accreditation, effective May 30, 2025. To note the complex substantive change request includes the merger of Keystone College into Keystone College, LLC, with Washington Institute for Education and Research (WIER) as the sole member, effective May 30, 2025, the anticipated date of the transaction. To require notification of the date of the closing of the transaction within five calendar days of the transaction by email to [email protected], or, if there is a subsequent delay in the anticipated date of the closing of the transaction, to require immediate notification to the Commission of the revised anticipated transaction date. To note the institution will maintain its accreditation following the transaction. To note that written evidence of required approvals has been provided by the Pennsylvania Department of Education. To request a complex substantive change supplemental information report, due September 2, 2025, providing (1) the updated status of the complex substantive change; (2) written evidence of review, including but not limited to, approval of the transaction from all outstanding required licensing, regulatory, or other legal entities as necessary, including but not limited to the Pennsylvania Office of Attorney General and the United States Department of Education(Standard II); (3) evidence of a comprehensive financial planning process, multi-year budget, annual independent audit verifying financial viability and internal controls, and documented funding base adequate to support the educational purposes and ensure financial stability that includes a financial development plan and resources from any related entities (Standard VI); (4) planning that integrates goals for institutional effectiveness and improvement, including overall institutional improvement and the results of institutional assessments as related to the complex substantive change transaction and efforts to expand international recruitment (Standard VI); (5) an update on the status of recruiting and hiring a qualified Chief Financial Officer (Standard VI); (6) evidence of the status of the institution's membership in the National Council for State Authorization Reciprocity Agreements and compliance with all membership requirements (Standard VI); (7) evidence of the implementation of a written conflict of interest policy designed to ensure the impartiality of the governing body (Standard VII); and (8) a clearly articulated and transparent governance structure that outlines roles, responsibilities, and accountability for inclusive decision making by each constituency, including the institution's legally constituted governing body and any related entities, including any updates to Keystone College Guide to Governance and Policy (Standard VII) (Fourteenth Edition and Evidence Expectations by Standard Guidelines). To direct a complex substantive change site visit as soon as practicable but no later than six months after May 30, 2025, the anticipated date of the transaction. To note the complex substantive change site visit will occur at the same time as the show cause visit. To direct a prompt Commission liaison guidance visit to discuss the Commission's expectations including post-transaction requirements. To note the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision and/or the complex substantive change is not implemented within one calendar year from the anticipated date of the transaction. To remind the institution and the related entity of their responsibility for disclosing, documenting, and explaining all significant matters and relationships involving related entities that may impact its compliance including but not limited to governance, independence and autonomy, management and administration, and financial viability and stability (Related Entities Policy and Procedures). To note the Commission's action of February 27, 2025, requiring the institution to show cause why its accreditation should not be withdrawn. The date of the next evaluation will be determined upon reaffirmation of accreditation.","Merger of Keystone College into Keystone College, LLC, with Washington Institute for Education and Research (WIER) as the sole member, effective May 30, 2025, (effective May 30, 2025)",,,2026-06-01,approved,MV,,,FALSE
a4d21a7eee71,213303,Keystone College,MSCHE,2025-02-27,other,"To note the Commission actions of November 21, 2024, to approve the teach-out plan and the Commission action of January 9, 2025, to acknowledge receipt of the updated teach-out plan. To note the Commission directive to implement the teach-out plan is no longer required. To require an updated teach-out plan with any new, not yet approved teach-out agreements, due April 18, 2025, based on the non-compliance show cause status. To approve the teach-out agreement with Chestnut Hill College, Philadelphia, PA. To note the teach-out agreements previously approved remain in effect.",Approved Teach-Out Agreement with Chestnut Hill College,https://www.msche.org/institution/0513/,MSCHE Statement of Accreditation Status - Keystone College,scraper,,,,,show_cause,,,,,2026-06-01,reject,MV,,,FALSE
ff646c772965,213303,Keystone College,MSCHE,2024-12-02,notice,"To note the institution received the notification of adverse action of November 21, 2024, and a hardcopy of the action notification with delivery confirmation on November 26, 2024. To acknowledge receipt of the Acknowledgement of Adverse Action and Option to Exercise the Right to an Appeal on November 26, 2024. To note the acknowledgement was timely received, and that the institution must submit the Notice of Intent to Appeal by December 12, 2024, in accordance with the Commission's Appeals from Adverse Actions Procedures.","To note the institution received the notification of adverse action of November 21, 2024, and a hardcopy of the action notification with delivery confirmation on November 26, 2024.",https://www.msche.org/institution/0513/,MSCHE Statement of Accreditation Status - Keystone College,scraper,,,,,,,,,,2026-06-01,reject,MV,,,FALSE
1aa3f6a8844d,213303,Keystone College,MSCHE,2024-11-21,show_cause,"To acknowledge receipt of the show cause report, submitted on August 1, 2024. To note the Commission actions of November 1, 2024. To note the on-site show cause visit by Commission representatives to the main campus at One College Green, La Plume, PA 18440 on August 27-28, 2024. To acknowledge receipt of the institution's intent to appear before the Commission to present its reasons why its accreditation should not be withdrawn. To note the presentation by the institution's representatives on November 20, 2024. To acknowledge receipt of the institution's request to present new information as approved by the Chair of the Commission: (1) letter of submission, (2) summary and evidence, and (3) a presentation for use during the show cause appearance. To withdraw accreditation from Keystone College effective December 31, 2024. The institution failed to (1) provide evidence that demonstrates compliance with Commission standards for accreditation (Standard II, Ethics and Integrity; Standard VI, Planning, Resources, and Institutional Improvement; and Standard VII, Governance, Leadership, and Administration), policies and procedures, and applicable federal regulatory requirements; (2) demonstrate the capacity to make required improvements; and (3) demonstrate that it can sustain itself in the short or long term (Accreditation Actions Policy and Procedures). The institution failed to provide evidence of compliance with (1) all applicable government laws and regulations (Standard II); (2) documented financial resources, funding base, and plans for financial development adequate to support its educational purposes and programs and to ensure financial stability (Standard VI); (3) a record of responsible fiscal management, including preparing a multi-year budget (Standard VI); (4) program responsibilities under existing federal title IV and other state laws and regulations, including any audits of financial aid programs as required by federal and state regulations (Standard II and Standard VI); (5) a governing body that serves the public interest, ensures that the institution clearly states and fulfills its mission and goals, has fiduciary responsibility for the institution, and is ultimately accountable for the academic quality, integrity, planning, and fiscal well-being of the institution (Standard VII); and (6) a governing body that plays a basic policy-making role in financial affairs to ensure integrity and strong financial management, including but not limited to timely review of audited financial statements and other documents related to the fiscal viability of the institution (Standard VII). This decision is based on the record before the Commission at the show cause appearance including: (1) a complex substantive change request submitted on September 1, 2023, for a change in legal status, form of control, or ownership and the institution's subsequent request on March 8, 2024, to withdraw the complex substantive change request, which was withdrawn by the Commission on April 4, 2024; (2) a self-study report submitted on February 1, 2024, the report of a subsequent visit by Commission representatives on March 17-20, 2024, and the institutional response; (3) a supplemental information report and teach-out plan and agreements submitted on April 12, 2024; (4) a substantive change request for institutional closure submitted on April 17, 2024, and the institution's subsequent request of September 6, 2024, to withdraw the request for institutional closure; (5) a supplemental information report and updated teach-out plan and agreements submitted on May 15, 2024; (6) a show cause report and teach-out plan and agreements submitted on August 1, 2024, the report of a subsequent visit by Commission representatives on August 27-28, 2024, and the institutional response; (7) information submitted by the institution on November 13, 2024, including new information submitted for the show cause appearance; and (8) a show cause appearance of institutional representatives on November 20, 2024. To approve the teach-out plan and teach-out agreements, requested by the Commission action of April 4, 2024, and to direct its implementation. To require an updated teach-out plan and teach-out agreements, due December 6, 2024, based on the adverse action to withdraw accreditation. To require a supplemental information report, due December 6, 2024, providing evidence of (1) executed teach-out agreements; (2) implementation of the teach-out plan; (3) completed and issued transcripts for any students wishing to transfer to another institution; (4) appropriate arrangements for the permanent disposition of student records so that students and alumni will be able to obtain accurate and complete transcripts in the future (Teach-Out Plans and Agreements Policy and Procedures); and (5) notifications and public disclosures. To direct the institution to immediately (1) notify all constituents of the withdrawal of accreditation, effective December 31, 2024; (2) notify the Keystone College community, including all governing board members, students, faculty, staff, and others with significant roles, of the status of the institution; and (3) provide accurate information regarding the institution's accreditation status with MSCHE on its website and wherever accreditation is referenced on the institution's web pages, publications, announcements, and in all other appropriate places and venues (Public Disclosures Policy and Procedures). To note this action is an adverse action subject to appeal in accordance with the Commission's Appeals from Adverse Actions Procedures. The institution retains its Accredited status until the completion of any appeal. An explanation of this type of action is provided in the Commission's Accreditation Actions Policy and Procedures. To note all final adverse actions are subject to the arbitration requirements in the Commission's Arbitration of Disputes Concerning Final Adverse Actions Procedures and federal regulation 34 CFR § 602.20(e). To note that the following conditions are in effect in the event of an appeal: (1) the institution does not enroll new students; (2) the institution does not market to or recruit new students; (3) the institution maintains a clear and accurate statement about its accreditation phase and accreditation status for the public on its website in accordance with the Commission's Public Disclosures Policy and Procedures (Appeals from Adverse Actions Procedures); (4) the institution has an approved teach-out plan with signed teach-out agreements and is implementing it according to that approval (Teach-Out Plan and Agreements Policy and Procedures); and (5) the institution remains operational with students actively enrolled in its degree-granting programs, is not facing imminent closure, and does not close. To note that if the Commission determines that the institution has violated any of the conditions listed above or any other of the Commission policies and procedures, standards for accreditation, requirements of affiliation, or federal regulations, the Commission will take additional action (Appeals from Adverse Actions Procedures); the institution forfeits its appellate rights; and the Commission reserves the right to take a final adverse action which is no longer subject to appeal. The Commission will revise the effective date that accreditation will cease as necessary. To note that the institution's request, dated September 6, 2024, to proceed with a complex substantive change while on non-compliance show cause (Complex Substantive Change Procedures Section III.D) is no longer under consideration by the Executive Committee due to the Commission's adverse action to withdraw accreditation.",Approved Teach-Out Plan and Agreements,https://www.msche.org/institution/0513/,MSCHE Statement of Accreditation Status - Keystone College,scraper,,,,,,,,,,2026-06-01,reject,MV,,,FALSE
9abb051e2250,214883,Peirce College,MSCHE,2025-04-24,other,Grant Substantive Change: Ownership,Grant Substantive Change: Ownership,https://ope.ed.gov/dapip/#/institution-profile/140784,DAPIP Institutional Accreditation Action,scraper,,,,,,"To acknowledge receipt of the complex substantive change request. To include the change in legal status, form of control, and ownership within the institution's scope of accreditation, effective June 30, 2025. To note the complex substantive change request includes the merger of Lackawanna College with Peirce College, effective, June 30, 2025, the anticipated date of the transaction. To require notification of the date of the closing of the transaction within five calendar days of the transaction, or immediate notification if there is any delay of the date of the closing of the transaction, by email [email protected]. To note that Lackawanna College is the surviving institution. To note that the surviving institution is responsible for ensuring the submission of all required reports and information on behalf of the integrated institution. To note that Peirce College will maintain accreditation for the sole purpose of implementing the teach-out plan and agreements and effectuating the change in ownership process with the United States Department of Education per the United States Department of Education's Updated Guidance and Procedures for Changes in Ownership, dated September 15, 2022 (Electronic Announcement ID: GENERAL-22-70). To note that written documentation of review or approval from the following agency has been received: Pennsylvania Attorney General. To request a supplemental information report, due October 1, 2025: (1) the updated status of the implementation of the complex substantive change (Complex Substantive Change Policy and Procedures); (2) an update on the date Peirce College's degree granting authority will cease (Requirement of Affiliation 1); and (3) written evidence of review, including but not limited to, approval from all required licensing, regulatory, or other legal entities as necessary, including but not limited to: the United States Department of Education and the Pennsylvania Department of Education (Standard II). To remind the institution of its obligation to immediately inform the Commission about any and all developments relevant to this action. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision and/or the requested substantive change is not implemented within one calendar year from the date of this action. To note the action for Lackawanna College on April 24, 2025.","Merger of Lackawanna College with Peirce College (effective June 30, 2025)",https://www.msche.org/institution/0542/,MSCHE Statement of Accreditation Status - Peirce College,2026-06-01,approved,MV,,2026-06-05,FALSE
9a81aa38a468,212832,Gwynedd Mercy University,MSCHE,2026-04-24,other,"To note the supplemental information report, requested by the Commission action of June 6, 2025, is no longer required. To note the institution's involuntary withdrawal of accreditation from the Joint Review Committee on Education in Radiologic Technology (JRCERT) dated December 1, 2025. The next evaluation visit is scheduled for 2026-2027.","To note the supplemental information report, requested by the Commission action of June 6, 2025, is no longer required.",https://www.msche.org/institution/0505/,MSCHE Statement of Accreditation Status - Gwynedd Mercy University,scraper,,,,,,,,,,2026-06-01,approved,MV,,2026-06-05,FALSE
ca3b22439c16,190099,Colgate University,MSCHE,2025-06-30,adverse_action,"To acknowledge receipt of the supplemental information report directed by the Commission action of November 16, 2023. To accept the institution's request to voluntarily surrender its accreditation and terminate its membership effective June 30, 2025. To note that a teach-out plan and teach-out agreements are not necessary because the institution will retain its degree granting authority from the New York State Department of Education and primary accreditation through another accreditor recognized by the United States Department of Education. To note that the United States Department of Education Office of Federal Student Aid determined reasonable cause for the change in accreditor and issued approval for the change in accreditor on November 20, 2024, pursuant to DCL ID GEN 25-03 dated May 1, 2025. To note receipt of written notification, dated May 22, 2025, that the United States Department of Education acknowledges the new accrediting agency as the institution's primary accrediting agency. To note further that the Commission has determined the institutional change of accrediting agency is voluntary pursuant to 34 C.F.R. 602.14(a). To note that accreditation ceased on June 30, 2025. As of July 1, 2025, Colgate University is no longer accredited by the Middle States Commission on Higher Education. To note the New England Commission of Higher Education is the institutional accreditor for the institution and will now serve as the designated Title IV gatekeeper for the institution. To note that student records will be maintained at Colgate University, 13 Oak Drive, Hamilton, NY 13346.",Voluntarily Surrendered Accreditation,https://www.msche.org/institution/0292/,MSCHE Statement of Accreditation Status - Colgate University,scraper,,,,,,,,,,2026-06-01,reject,MV,,,FALSE
f250efad7fa8,190099,Colgate University,MSCHE,2023-07-27,adverse_action,"To acknowledge receipt of the notification dated July 14, 2023, of the institution's intent to change their primary accreditor, surrender accreditation, and terminate membership. To request a supplemental information report due September 1, 2023, providing: (1) the anticipated date of the voluntary surrender (MARCHE Bylaws and Accreditation Actions Policy and Procedures, and Accreditation Review Cycle and Monitoring Policy and Procedures); (2) state or federal requirements and written evidence of required approvals regarding the surrender of the institution's accreditation and that the institution has ascertained and verified that any state or federal requirements related to surrender or loss of accreditation have been met (Standard II); (3) correspondence, notification, and/or written evidence of approvals from the Federal Student Financial Aid Office of the United States Department of Education (USDE), including verification that the New England Commission on Higher Education (NECHE) is the designated gatekeeper for USDE (pursuant to DCL ID GEN 22-11 updated September 26, 2022, and DCL ID GEN 22-10 dated July 19, 2022); (4) relevant correspondence and/or written evidence of application with NECHE (Standard II); (5) copies of communications to the institution's community, including all board members, students, faculty, staff, and others with significant roles, related to the surrender or loss of accreditation as appropriate (Standard II, Standard VII, Public Disclosures Policy and Procedures) and (6) information regarding any implications of the surrender or loss of accreditation on Title IV/student financial aid program participation (Standard II). To note that a teach-out plan is not necessary because the institution will retain its degree granting authority from the New York State Education Department and primary accreditation through another accreditor recognized by the United States Department of Education.",Voluntarily Surrendered Accreditation,https://www.msche.org/institution/0292/,MSCHE Statement of Accreditation Status - Colgate University,scraper,,,,,,,,,,2026-06-01,reject,MV,,,FALSE
e1fc972786a5,195128,Russell Sage College,MSCHE,2026-02-26,other,Grant Substantive Change: Ownership,Grant Substantive Change: Ownership,https://ope.ed.gov/dapip/#/institution-profile/131876,DAPIP Institutional Accreditation Action,scraper,,,,,,"To acknowledge receipt of the complex substantive change request. To include the change in legal status, form of control, and ownership within the institution's scope of accreditation, effective June 1, 2026. To note the complex substantive change request includes the merger of Albany College of Pharmacy and Health Sciences with Russell Sage College, effective June 1, 2026, the anticipated date of the transaction. To require notification of the date of the closing of the transaction within five calendar days of the transaction, or immediate notification if there is any delay of the date of the closing of the transaction, by email to [email protected]. To note that Russell Sage College is the surviving institution. To note that the surviving institution is responsible for ensuring the submission of all required reports and information on behalf of the integrated institution. To note that Albany College of Pharmacy and Health Sciences will maintain accreditation for the sole purpose of implementing the teach-out plan and agreements and effectuating the change in ownership process with the United States Department of Education per the United States Department of Education's Updated Guidance and Procedures for Changes in Ownership, dated September 15, 2022 (Electronic Announcement ID: GENERAL-22-70). To note that Albany College of Pharmacy and Health Sciences' accreditation cease date will be determined after United States Department of Education has approved the merger application. To include the following additional location within the institution's scope of accreditation: 106 New Scotland Avenue, Albany, NY 12208. To require immediate notification in the institution portal when instruction commences at the additional location. To request a supplemental information report, due July 31, 2026, providing (1) updated status of the implementation of the complex substantive change (Substantive Change Policy and Complex Substantive Change Procedures); (2) written evidence of review, including but not limited to, approval of the transaction from all required licensing, regulatory, or other legal entities as necessary, including but not limited to the United States Department of Education and the New York State Education Department (Standard II); and (3) written evidence of the institution's updated Eligibility and Certification Approval Report (ECAR) reflecting the inclusion of the additional location. To direct a complex substantive change site visit to the main campus of 65 1st Street, Troy, NY 12180, and to the additional location at 106 New Scotland Avenue, Albany, NY 12208, as soon as practicable but no later than six months after June 1, 2026, the anticipated date of the transaction. To remind the institution of its obligation to inform the Commission about any and all developments relevant to this action. To note the Commission may rescind this action if any developments reveal additional information that might have affected the Commission's decision or the complex substantive change is not implemented within one year of this action. To direct the institution to conduct a new comprehensive evaluation in accordance with Commission policy and procedures and federal regulation 34 CFR 602.22(h). To note that the institution will begin self-study in anticipation of an evaluation visit in 2028-2029. To note the action for Albany College of Pharmacy and Health Sciences on February 26, 2026.","Merger of Albany College of Pharmacy and Health Sciences with Russell Sage College (effective June 1, 2026)",https://www.msche.org/institution/0375/,MSCHE Statement of Accreditation Status - Russell Sage College,2026-06-01,reject,MV,,,FALSE
5b72d119adaf,216287,Swarthmore College,MSCHE,2026-04-24,adverse_action,"To acknowledge receipt of the notification, dated April 2, 2026, of the institution's intent to change their primary accreditor, voluntarily surrender accreditation, and terminate membership. To accept the institution's request to voluntarily surrender its accreditation and intent to terminate its membership effective May 31, 2026. To note that the United States Department of Education Office of Federal Student Aid determined reasonable cause for the change in accreditor and issued approval for the change in accreditor on November 26, 2025, pursuant to DCL ID GEN 25-03 dated May 1, 2025. To note further that the Commission has determined the institutional change of accrediting agency is voluntary pursuant to 34 C.F.R. 602.14(a). To note that a teach-out plan and teach-out agreements are not necessary because the institution will retain its degree-granting authority from the Pennsylvania Department of Education and primary accreditation through another accreditor recognized by the United States Department of Education. To note the accreditation cease date will be determined upon receipt of written verification from the New England Commission on Higher Education of the effective date for change in accreditors.",Voluntarily Surrendered Accreditation,https://www.msche.org/institution/0564/,MSCHE Statement of Accreditation Status - Swarthmore College,scraper,,,,,,,,,,2026-06-01,reject,MV,,,FALSE
