unitid,institution_name,accreditor,scraper_action_type,scraper_action_label,scraper_action_date,dapip_action_type,dapip_action_label,dapip_action_date,audit_result,date_delta_days,scraper_source_url,dapip_source_page_url,dapip_file_id,scraper_source_key,dapip_source_key,notes,scraper_public_keep,scraper_public_reason,dapip_public_keep,dapip_public_reason,public_table_strategy,hybrid_candidate,hybrid_reason,public_action_family,scraper_display_reason_source,dapip_display_reason_source,public_display_reason_source
163462,Mount St. Mary's University,MSCHE,other,"To reaffirm accreditation. The Periodic Review Report is due June 1, 2020.",2015-06-25,,,,scraper_only,,https://www.msche.org/institution/0173/,,,"163462||mount st. mary's university||MSCHE||other||to reaffirm accreditation. the periodic review report is due june 1, 2020.||2015-06-25||https://www.msche.org/institution/0173/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
163462,Mount St. Mary's University,MSCHE,other,To accept the progress report. To note the institution's decision not to offer the online Master of Education in Instructional Leadership for Catholic Educators program and to remove the Commission's provisional approval of the program from the scope of the institution's accreditation. The next evaluation visit is scheduled for 2014 - 2015.,2014-03-06,,,,scraper_only,,https://www.msche.org/institution/0173/,,,163462||mount st. mary's university||MSCHE||other||to accept the progress report. to note the institution's decision not to offer the online master of education in instructional leadership for catholic educators program and to remove the commission's provisional approval of the program from the scope of the institution's accreditation. the next evaluation visit is scheduled for 2014 - 2015.||2014-03-06||https://www.msche.org/institution/0173/||,,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
163462,Mount St. Mary's University,MSCHE,monitoring,"To accept the progress report. To request a progress report, due December 1, 2013 (1) indicating a decision about whether the online Master of Education in Instructional Leadership for Catholic Educators program will be maintained within the scope of the institution's accreditation and, if so, providing further documentation that the program meets institution-wide standards for quality of instruction, including articulated expectations for student learning, academic rigor, and educational effectiveness (Standard 13); and (2) providing further evidence that assessment of the new general education program is included within the institution's overall assessment of student learning, and demonstrates the use of direct measures and the utilization of results to improve teaching and learning (Standard 12). To note that approval for the online Master of Education in Instructional Leadership for Catholic Educators program remains provisional, pending the Commission's acceptance of the December 1, 2013 progress report. The next evaluation visit is scheduled for 2014 - 2015.",2013-06-27,,,,scraper_only,,https://www.msche.org/institution/0173/,,,"163462||mount st. mary's university||MSCHE||monitoring||to accept the progress report. to request a progress report, due december 1, 2013 (1) indicating a decision about whether the online master of education in instructional leadership for catholic educators program will be maintained within the scope of the institution's accreditation and, if so, providing further documentation that the program meets institution-wide standards for quality of instruction, including articulated expectations for student learning, academic rigor, and educational effectiveness (standard 13); and (2) providing further evidence that assessment of the new general education program is included within the institution's overall assessment of student learning, and demonstrates the use of direct measures and the utilization of results to improve teaching and learning (standard 12). to note that approval for the online master of education in instructional leadership for catholic educators program remains provisional, pending the commission's acceptance of the december 1, 2013 progress report. the next evaluation visit is scheduled for 2014 - 2015.||2013-06-27||https://www.msche.org/institution/0173/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
163462,Mount St. Mary's University,MSCHE,monitoring,"To accept the monitoring report. To request a progress report, due April 1, 2013, providing further documentation that (1) the online Master of Education in Instructional Leadership for Catholic Educators program meets institution-wide standards for quality of instruction, including articulated expectations for student learning, academic rigor, and educational effectiveness (Standard 13); and (2) assessment of general education outcomes is included within the institution's overall assessment of student learning, and demonstrates the use of direct measures and the utilization of results to improve teaching and learning (Standard 12). To note that approval for the online Master of Education in Instructional Leadership for Catholic Educators program remains provisional, pending the Commission's acceptance of the progress report. The next evaluation visit is scheduled for 2014 - 2015.",2012-06-28,,,,scraper_only,,https://www.msche.org/institution/0173/,,,"163462||mount st. mary's university||MSCHE||monitoring||to accept the monitoring report. to request a progress report, due april 1, 2013, providing further documentation that (1) the online master of education in instructional leadership for catholic educators program meets institution-wide standards for quality of instruction, including articulated expectations for student learning, academic rigor, and educational effectiveness (standard 13); and (2) assessment of general education outcomes is included within the institution's overall assessment of student learning, and demonstrates the use of direct measures and the utilization of results to improve teaching and learning (standard 12). to note that approval for the online master of education in instructional leadership for catholic educators program remains provisional, pending the commission's acceptance of the progress report. the next evaluation visit is scheduled for 2014 - 2015.||2012-06-28||https://www.msche.org/institution/0173/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
163462,Mount St. Mary's University,MSCHE,monitoring,"To accept the Periodic Review Report and to reaffirm accreditation. To request a monitoring report due by April 1, 2012, documenting (1) the role of the academic deans in relation to collegial governance, lines of organization and authority, and administrative support for student learning assessment activities including academic program reviews (Standards 4, 5, 14); (2) assessment of general education outcomes within the institution's overall assessment of student learning, including statements of expectations for student learning assessment on course syllabi, the use of direct measures, and the utilization of results to improve teaching and learning (Standard 12); and (3) review of the institution's mission in service to multiple internal constituencies (undergraduate, graduate, continuing education, and the Seminary) and the articulation of goals, consistent with mission, to guide planning, resource allocation, and the assessment of institutional effectiveness (Standards 1, 2, 3, 7). The next evaluation visit is scheduled for 2014-2015.",2010-11-18,,,,scraper_only,,https://www.msche.org/institution/0173/,,,"163462||mount st. mary's university||MSCHE||monitoring||to accept the periodic review report and to reaffirm accreditation. to request a monitoring report due by april 1, 2012, documenting (1) the role of the academic deans in relation to collegial governance, lines of organization and authority, and administrative support for student learning assessment activities including academic program reviews (standards 4, 5, 14); (2) assessment of general education outcomes within the institution's overall assessment of student learning, including statements of expectations for student learning assessment on course syllabi, the use of direct measures, and the utilization of results to improve teaching and learning (standard 12); and (3) review of the institution's mission in service to multiple internal constituencies (undergraduate, graduate, continuing education, and the seminary) and the articulation of goals, consistent with mission, to guide planning, resource allocation, and the assessment of institutional effectiveness (standards 1, 2, 3, 7). the next evaluation visit is scheduled for 2014-2015.||2010-11-18||https://www.msche.org/institution/0173/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
163578,Notre Dame of Maryland University,MSCHE,adverse_action,"To rescind the substantive change action of February 23, 2024, for inclusion of the additional location at 11301 Springfield Rd., Laurel, MD 20708 within the institution's scope of accreditation because the change was not implemented within one calendar year. The action to rescind a substantive change request is not an adverse action, therefore, it is not subject to appeal. The next evaluation visit is scheduled for 2025-2026.",2025-02-24,,,,scraper_only,,https://www.msche.org/institution/0157/,,,"163578||notre dame of maryland university||MSCHE||adverse_action||to rescind the substantive change action of february 23, 2024, for inclusion of the additional location at 11301 springfield rd., laurel, md 20708 within the institution's scope of accreditation because the change was not implemented within one calendar year. the action to rescind a substantive change request is not an adverse action, therefore, it is not subject to appeal. the next evaluation visit is scheduled for 2025-2026.||2025-02-24||https://www.msche.org/institution/0157/||",,,FALSE,rescinded_or_non_adverse_substantive_change,FALSE,,drop_from_public_table,FALSE,,adverse_action_other,raw_title,,raw_title
163578,Notre Dame of Maryland University,MSCHE,other,"To waive Complex Substantive Change Procedures Section VIII.K.2.e.i-iii and to allow an extension to the one-year stipulation to implement the substantive change included in the scope of accreditation by the Commission action of January 25, 2024. To extend the due date of the implementation of the complex substantive change for up to one additional year, to January 25, 2026, to comply with the United States Department of Education (USDE) two-step change in ownership approval process. The next evaluation visit is scheduled for 2025-2026. To note the Commission action of Maryland University of Integrative Health on January 25, 2025.",2025-01-25,,,,scraper_only,,https://www.msche.org/institution/0157/,,,"163578||notre dame of maryland university||MSCHE||other||to waive complex substantive change procedures section viii.k.2.e.i-iii and to allow an extension to the one-year stipulation to implement the substantive change included in the scope of accreditation by the commission action of january 25, 2024. to extend the due date of the implementation of the complex substantive change for up to one additional year, to january 25, 2026, to comply with the united states department of education (usde) two-step change in ownership approval process. the next evaluation visit is scheduled for 2025-2026. to note the commission action of maryland university of integrative health on january 25, 2025.||2025-01-25||https://www.msche.org/institution/0157/||",,,FALSE,routine_program_or_substantive_change,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
163578,Notre Dame of Maryland University,MSCHE,other,"To note that the complex substantive change site visit occurred on July 1, 2024, to the main campus at 4701 N. Charles Street, Baltimore, MD 21210 and the additional location at 7750 Montpelier Road, Laurel, MD 20723. To note that the information in the complex substantive change was verified. To request a supplemental information report, due December 2, 2025, providing (1) the updated status of the complex substantive change (Substantive Change Policy and Complex Substantive Change Procedures); (2) written evidence of review, including but not limited to, approval of the transaction from all outstanding required licensing, regulatory, or other legal entities as necessary, including the United States Department of Education (Standard II); and (3) written evidence of the institution's updated Eligibility and Certification Approval Report (ECAR) reflecting the inclusion of the additional location (Standard VI). To remind the institution of its obligation to inform the Commission about any and all developments relevant to this action. The next evaluation visit is scheduled for 2025-2026.",2024-11-21,,,,scraper_only,,https://www.msche.org/institution/0157/,,,"163578||notre dame of maryland university||MSCHE||other||to note that the complex substantive change site visit occurred on july 1, 2024, to the main campus at 4701 n. charles street, baltimore, md 21210 and the additional location at 7750 montpelier road, laurel, md 20723. to note that the information in the complex substantive change was verified. to request a supplemental information report, due december 2, 2025, providing (1) the updated status of the complex substantive change (substantive change policy and complex substantive change procedures); (2) written evidence of review, including but not limited to, approval of the transaction from all outstanding required licensing, regulatory, or other legal entities as necessary, including the united states department of education (standard ii); and (3) written evidence of the institution's updated eligibility and certification approval report (ecar) reflecting the inclusion of the additional location (standard vi). to remind the institution of its obligation to inform the commission about any and all developments relevant to this action. the next evaluation visit is scheduled for 2025-2026.||2024-11-21||https://www.msche.org/institution/0157/||",,,FALSE,routine_program_or_substantive_change,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
163578,Notre Dame of Maryland University,MSCHE,other,"To acknowledge receipt of the notification that the complex substantive change transaction for change in legal status, form of control, or ownership did not occur as anticipated on February 1, 2024. To acknowledge receipt of notification that the complex substantive change transaction occurred on February 5, 2024. To note that Notre Dame of Maryland University is the surviving institution. To note that the institution is currently in self-study in anticipation of an evaluation visit in 2025-2026.",2024-02-29,,,,scraper_only,,https://www.msche.org/institution/0157/,,,"163578||notre dame of maryland university||MSCHE||other||to acknowledge receipt of the notification that the complex substantive change transaction for change in legal status, form of control, or ownership did not occur as anticipated on february 1, 2024. to acknowledge receipt of notification that the complex substantive change transaction occurred on february 5, 2024. to note that notre dame of maryland university is the surviving institution. to note that the institution is currently in self-study in anticipation of an evaluation visit in 2025-2026.||2024-02-29||https://www.msche.org/institution/0157/||",,,FALSE,msche_procedural_admin,FALSE,,drop_from_public_table,FALSE,,institutional_change_or_closure,raw_title,,raw_title
163578,Notre Dame of Maryland University,MSCHE,other,To reaffirm accreditation and commend the institution for the quality of the self-study process. The next evaluation visit is scheduled for 2025-2026,2017-06-22,,,,scraper_only,,https://www.msche.org/institution/0157/,,,163578||notre dame of maryland university||MSCHE||other||to reaffirm accreditation and commend the institution for the quality of the self-study process. the next evaluation visit is scheduled for 2025-2026||2017-06-22||https://www.msche.org/institution/0157/||,,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
163578,Notre Dame of Maryland University,MSCHE,other,To accept the Periodic Review Report and to reaffirm accreditation. The next evaluation visit is scheduled for 2016-2017.,2012-11-15,,,,scraper_only,,https://www.msche.org/institution/0157/,,,163578||notre dame of maryland university||MSCHE||other||to accept the periodic review report and to reaffirm accreditation. the next evaluation visit is scheduled for 2016-2017.||2012-11-15||https://www.msche.org/institution/0157/||,,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
163578,Notre Dame of Maryland University,MSCHE,other,"To reaffirm accreditation and to commend the institution for the quality of the report. To request a progress letter, due April 1, 2009, documenting how the strategic plan will be updated and performance will be assessed in two-year cycles or the formulation of an operational plan that has academic, financial, facility, and fund-raising components specified and updated for two-year time periods. To remind the institution that a progress letter is by due April 1, 2008, (1) documenting the development and implementation of an organized and sustained process to assess student learning in the Doctor of Pharmacy (Pharm.D.) program and (2) providing an update on clinical training resources and sites for the Pharm.D. program. The Periodic Review Report is due June 1, 2012.",2007-06-28,,,,scraper_only,,https://www.msche.org/institution/0157/,,,"163578||notre dame of maryland university||MSCHE||other||to reaffirm accreditation and to commend the institution for the quality of the report. to request a progress letter, due april 1, 2009, documenting how the strategic plan will be updated and performance will be assessed in two-year cycles or the formulation of an operational plan that has academic, financial, facility, and fund-raising components specified and updated for two-year time periods. to remind the institution that a progress letter is by due april 1, 2008, (1) documenting the development and implementation of an organized and sustained process to assess student learning in the doctor of pharmacy (pharm.d.) program and (2) providing an update on clinical training resources and sites for the pharm.d. program. the periodic review report is due june 1, 2012.||2007-06-28||https://www.msche.org/institution/0157/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
163912,St. Mary's College of Maryland,MSCHE,warning,To accept the monitoring report and to note the visit by the Commission's representatives. To remove the warning because the institution is now in compliance with Standard 14 (Assessment of Student Learning) and to reaffirm accreditation. The next evaluation visit is scheduled for 2024-2025.,2017-06-22,,,,scraper_only,,https://www.msche.org/institution/0177/,,,163912||st. mary's college of maryland||MSCHE||warning||to accept the monitoring report and to note the visit by the commission's representatives. to remove the warning because the institution is now in compliance with standard 14 (assessment of student learning) and to reaffirm accreditation. the next evaluation visit is scheduled for 2024-2025.||2017-06-22||https://www.msche.org/institution/0177/||,,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,warning,raw_title,,raw_title
163912,St. Mary's College of Maryland,MSCHE,warning,"To warn the institution that its accreditation may be in jeopardy because of insufficient evidence that the institution is currently in compliance with Standard 14 (Assessment of Student Learning). To note that the institution remains accredited while on warning. To request a monitoring report, due March 1, 2017, documenting evidence that the institution has achieved and can sustain compliance with Standard 14, including but not limited to a documented, organized and sustained assessment process to evaluate and improve student learning that (1) maximizes the use of existing data and information; (2) involves the support and collaboration of faculty and administration in assessing student learning and responding to assessment results; and (3) provides evidence that student learning assessment information is shared and discussed with appropriate constituents and is used to improve teaching and learning. To request that the monitoring report also document (4) goals and objectives or strategies, both institution-wide and for individual units, that are clearly stated, reflect conclusions drawn from assessment results, are linked to mission and goal achievement, and are used for planning and resource allocation at the institutional and unit levels (Standard 2); and (5) steps taken to assure continuity and stability of institutional administration (Standard 5). A small team visit will follow submission of the report. To direct a prompt liaison guidance visit to discuss the Commission's expectations. The date for the Periodic Review Report will be established when accreditation is reaffirmed.",2016-03-03,,,,scraper_only,,https://www.msche.org/institution/0177/,,,"163912||st. mary's college of maryland||MSCHE||warning||to warn the institution that its accreditation may be in jeopardy because of insufficient evidence that the institution is currently in compliance with standard 14 (assessment of student learning). to note that the institution remains accredited while on warning. to request a monitoring report, due march 1, 2017, documenting evidence that the institution has achieved and can sustain compliance with standard 14, including but not limited to a documented, organized and sustained assessment process to evaluate and improve student learning that (1) maximizes the use of existing data and information; (2) involves the support and collaboration of faculty and administration in assessing student learning and responding to assessment results; and (3) provides evidence that student learning assessment information is shared and discussed with appropriate constituents and is used to improve teaching and learning. to request that the monitoring report also document (4) goals and objectives or strategies, both institution-wide and for individual units, that are clearly stated, reflect conclusions drawn from assessment results, are linked to mission and goal achievement, and are used for planning and resource allocation at the institutional and unit levels (standard 2); and (5) steps taken to assure continuity and stability of institutional administration (standard 5). a small team visit will follow submission of the report. to direct a prompt liaison guidance visit to discuss the commission's expectations. the date for the periodic review report will be established when accreditation is reaffirmed.||2016-03-03||https://www.msche.org/institution/0177/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,warning,raw_title,,raw_title
163912,St. Mary's College of Maryland,MSCHE,other,To grant the institution a one-year extension on the self-study. The self-study year will now be 2015-2016 with an evaluation team visit occurring during the fall semester 2015 or the spring semester 2016.,2013-07-26,,,,scraper_only,,https://www.msche.org/institution/0177/,,,163912||st. mary's college of maryland||MSCHE||other||to grant the institution a one-year extension on the self-study. the self-study year will now be 2015-2016 with an evaluation team visit occurring during the fall semester 2015 or the spring semester 2016.||2013-07-26||https://www.msche.org/institution/0177/||,,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
163912,St. Mary's College of Maryland,MSCHE,other,To accept the Periodic Review Report and to reaffirm accreditation. The next evaluation visit is scheduled for 2014-2015.,2010-11-18,,,,scraper_only,,https://www.msche.org/institution/0177/,,,163912||st. mary's college of maryland||MSCHE||other||to accept the periodic review report and to reaffirm accreditation. the next evaluation visit is scheduled for 2014-2015.||2010-11-18||https://www.msche.org/institution/0177/||,,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
161873,University of Baltimore,MSCHE,other,"To note the substantive change site visit occurred on November 18, 2025, to the Jessup Correctional Institution, 7800 Correctional Institution, 7800 House of Corrections Road, Jessup, MD 20794 and the information provided in the substantive change request was verified. The next evaluation visit is scheduled for 2025-2026.",2026-02-27,,,,scraper_only,,https://www.msche.org/institution/0182/,,,"161873||university of baltimore||MSCHE||other||to note the substantive change site visit occurred on november 18, 2025, to the jessup correctional institution, 7800 correctional institution, 7800 house of corrections road, jessup, md 20794 and the information provided in the substantive change request was verified. the next evaluation visit is scheduled for 2025-2026.||2026-02-27||https://www.msche.org/institution/0182/||",,,FALSE,routine_program_or_substantive_change,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
161873,University of Baltimore,MSCHE,adverse_action,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at Silver Spring, MD 20901 that ceased operations effective January 15, 2026. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision.",2026-02-26,,,,scraper_only,,https://www.msche.org/institution/0182/,,,"161873||university of baltimore||MSCHE||adverse_action||to acknowledge receipt of the substantive change request. to note the institution's decision to close the additional location at silver spring, md 20901 that ceased operations effective january 15, 2026. to remove the additional location from the institution's scope of accreditation. to note that the commission reserves the right to rescind this action if any developments reveal additional information that might have affected the commission's decision.||2026-02-26||https://www.msche.org/institution/0182/||",,,FALSE,msche_procedural_admin,FALSE,,drop_from_public_table,FALSE,,adverse_action_other,raw_title,,raw_title
161873,University of Baltimore,MSCHE,adverse_action,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at LaPlata, MD 20646 that ceased operations effective January 15, 2026. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision. The next evaluation visit is scheduled for 2025-2026.",2026-02-26,,,,scraper_only,,https://www.msche.org/institution/0182/,,,"161873||university of baltimore||MSCHE||adverse_action||to acknowledge receipt of the substantive change request. to note the institution's decision to close the additional location at laplata, md 20646 that ceased operations effective january 15, 2026. to remove the additional location from the institution's scope of accreditation. to note that the commission reserves the right to rescind this action if any developments reveal additional information that might have affected the commission's decision. the next evaluation visit is scheduled for 2025-2026.||2026-02-26||https://www.msche.org/institution/0182/||",,,FALSE,msche_procedural_admin,FALSE,,drop_from_public_table,FALSE,,adverse_action_other,raw_title,,raw_title
161873,University of Baltimore,MSCHE,other,"To include the reclassification of the additional location at Jessup Correctional Institution, 7800 House of Corrections Road, Jessup, MD 20794 to a Second Chance Pell Experimental Site. To note that the following program is offered at the location: (1) Bachelor of Arts in Human Services. To request a supplemental information report, due April 1, 2025, that provides an update on the specific milestones that demonstrate progress toward developing an approved Prison Education Program (PEP) as provided in the amended Program Participation Agreement (PPA), including: (1) signed written agreement with its correctional facility partner; (2) written evidence of the oversight entity's permission to offer the PEP at the correctional facility; and (3) written documentation of assurances that the oversight entity will provide the best interest determination for the proposed program and provide transfer and release data for students enrolled in the approved program(s) to the institution. To direct a substantive change site visit as soon as practicable but no later than six months after the date of this action. To note that the Commission may rescind this action if the substantive change is not implemented or the institution's participation in the experiment is terminated by the United States Department of Education (USDE). The next evaluation visit is scheduled for 2025-2026.",2024-07-01,,,,scraper_only,,https://www.msche.org/institution/0182/,,,"161873||university of baltimore||MSCHE||other||to include the reclassification of the additional location at jessup correctional institution, 7800 house of corrections road, jessup, md 20794 to a second chance pell experimental site. to note that the following program is offered at the location: (1) bachelor of arts in human services. to request a supplemental information report, due april 1, 2025, that provides an update on the specific milestones that demonstrate progress toward developing an approved prison education program (pep) as provided in the amended program participation agreement (ppa), including: (1) signed written agreement with its correctional facility partner; (2) written evidence of the oversight entity's permission to offer the pep at the correctional facility; and (3) written documentation of assurances that the oversight entity will provide the best interest determination for the proposed program and provide transfer and release data for students enrolled in the approved program(s) to the institution. to direct a substantive change site visit as soon as practicable but no later than six months after the date of this action. to note that the commission may rescind this action if the substantive change is not implemented or the institution's participation in the experiment is terminated by the united states department of education (usde). the next evaluation visit is scheduled for 2025-2026.||2024-07-01||https://www.msche.org/institution/0182/||",,,FALSE,routine_program_or_substantive_change,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
161873,University of Baltimore,MSCHE,other,To reaffirm accreditation. The next evaluation is scheduled for 2025-2026.,2017-06-22,,,,scraper_only,,https://www.msche.org/institution/0182/,,,161873||university of baltimore||MSCHE||other||to reaffirm accreditation. the next evaluation is scheduled for 2025-2026.||2017-06-22||https://www.msche.org/institution/0182/||,,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
161873,University of Baltimore,MSCHE,other,To accept the progress report. The next evaluation visit is scheduled for 2016-2017.,2014-11-20,,,,scraper_only,,https://www.msche.org/institution/0182/,,,161873||university of baltimore||MSCHE||other||to accept the progress report. the next evaluation visit is scheduled for 2016-2017.||2014-11-20||https://www.msche.org/institution/0182/||,,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
161873,University of Baltimore,MSCHE,monitoring,"To accept the Periodic Review Report, to reaffirm accreditation and to commend the institution for the quality of the Periodic Review Report process. To request a progress report, due October 1, 2014, documenting further implementation of an organized and sustained assessment process to evaluate and improve student learning, in all programs including general education, with evidence that assessment results are used to improve teaching and learning (Standards 12 and 14). The next evaluation visit is scheduled for 2016-2017.",2012-11-15,,,,scraper_only,,https://www.msche.org/institution/0182/,,,"161873||university of baltimore||MSCHE||monitoring||to accept the periodic review report, to reaffirm accreditation and to commend the institution for the quality of the periodic review report process. to request a progress report, due october 1, 2014, documenting further implementation of an organized and sustained assessment process to evaluate and improve student learning, in all programs including general education, with evidence that assessment results are used to improve teaching and learning (standards 12 and 14). the next evaluation visit is scheduled for 2016-2017.||2012-11-15||https://www.msche.org/institution/0182/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
163286,University of Maryland-College Park,MSCHE,adverse_action,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at Conhue, Tu Liem Hanoi, Vietnam that ceased operations January 1, 2016. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision. The next evaluation visit is scheduled for 2025-2026.",2025-10-30,,,,scraper_only,,https://www.msche.org/institution/0197/,,,"163286||university of maryland-college park||MSCHE||adverse_action||to acknowledge receipt of the substantive change request. to note the institution's decision to close the additional location at conhue, tu liem hanoi, vietnam that ceased operations january 1, 2016. to remove the additional location from the institution's scope of accreditation. to note that the commission reserves the right to rescind this action if any developments reveal additional information that might have affected the commission's decision. the next evaluation visit is scheduled for 2025-2026.||2025-10-30||https://www.msche.org/institution/0197/||",,,FALSE,msche_procedural_admin,FALSE,,drop_from_public_table,FALSE,,adverse_action_other,raw_title,,raw_title
163286,University of Maryland-College Park,MSCHE,adverse_action,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 121 Blake Road, Annapolis, MD 21402 that ceased operations effective December 20, 2018. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision.",2024-04-25,,,,scraper_only,,https://www.msche.org/institution/0197/,,,"163286||university of maryland-college park||MSCHE||adverse_action||to acknowledge receipt of the substantive change request. to note the institution's decision to close the additional location at 121 blake road, annapolis, md 21402 that ceased operations effective december 20, 2018. to remove the additional location from the institution's scope of accreditation. to note that the commission reserves the right to rescind this action if any developments reveal additional information that might have affected the commission's decision.||2024-04-25||https://www.msche.org/institution/0197/||",,,FALSE,msche_procedural_admin,FALSE,,drop_from_public_table,FALSE,,adverse_action_other,raw_title,,raw_title
163286,University of Maryland-College Park,MSCHE,adverse_action,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 2 College Hill, Westminster, MD 21157 that ceased operations effective December 20, 2018. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision.",2024-04-25,,,,scraper_only,,https://www.msche.org/institution/0197/,,,"163286||university of maryland-college park||MSCHE||adverse_action||to acknowledge receipt of the substantive change request. to note the institution's decision to close the additional location at 2 college hill, westminster, md 21157 that ceased operations effective december 20, 2018. to remove the additional location from the institution's scope of accreditation. to note that the commission reserves the right to rescind this action if any developments reveal additional information that might have affected the commission's decision.||2024-04-25||https://www.msche.org/institution/0197/||",,,FALSE,msche_procedural_admin,FALSE,,drop_from_public_table,FALSE,,adverse_action_other,raw_title,,raw_title
163286,University of Maryland-College Park,MSCHE,other,"To note the commission liaison guidance visit occurred virtually on July 8, 2021.",2021-12-02,,,,scraper_only,,https://www.msche.org/institution/0197/,,,"163286||university of maryland-college park||MSCHE||other||to note the commission liaison guidance visit occurred virtually on july 8, 2021.||2021-12-02||https://www.msche.org/institution/0197/||",,,FALSE,routine_or_non_reader_signal,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
163286,University of Maryland-College Park,MSCHE,monitoring,"To reject the monitoring report. To note that the quality and substance of the report were insufficient to permit Commission review. To request that the institution resubmit the monitoring report, due September 1, 2021, providing further evidence of (1) a clearly articulated and transparent governance structure that outlines roles, responsibilities, and accountability for decision-making by each constituency (Standard VII) and (2) periodic assessment of the effectiveness of governance, leadership and administration (Standard VII). A follow-up team visit may follow the submission of the monitoring report. To direct a prompt Commission liaison guidance visit to discuss the Commission's expectations. The next evaluation visit is scheduled for 2025-2026.",2021-06-24,,,,scraper_only,,https://www.msche.org/institution/0197/,,,"163286||university of maryland-college park||MSCHE||monitoring||to reject the monitoring report. to note that the quality and substance of the report were insufficient to permit commission review. to request that the institution resubmit the monitoring report, due september 1, 2021, providing further evidence of (1) a clearly articulated and transparent governance structure that outlines roles, responsibilities, and accountability for decision-making by each constituency (standard vii) and (2) periodic assessment of the effectiveness of governance, leadership and administration (standard vii). a follow-up team visit may follow the submission of the monitoring report. to direct a prompt commission liaison guidance visit to discuss the commission's expectations. the next evaluation visit is scheduled for 2025-2026.||2021-06-24||https://www.msche.org/institution/0197/||",,,FALSE,msche_monitoring_procedural,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
163286,University of Maryland-College Park,MSCHE,other,"To grant a delay of the supplemental information report requested by the Commission action of March 5, 2020 and due October 1, 2020, because of extraordinary circumstances related to coronavirus (COVID-19) interruptions. The report is now due December 1, 2020. The next evaluation visit is scheduled for 2025-2026.",2020-04-30,,,,scraper_only,,https://www.msche.org/institution/0197/,,,"163286||university of maryland-college park||MSCHE||other||to grant a delay of the supplemental information report requested by the commission action of march 5, 2020 and due october 1, 2020, because of extraordinary circumstances related to coronavirus (covid-19) interruptions. the report is now due december 1, 2020. the next evaluation visit is scheduled for 2025-2026.||2020-04-30||https://www.msche.org/institution/0197/||",,,FALSE,routine_or_non_reader_signal,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
