grant_id,status,terminated_award_numbers,event_history,termination_date,termination_indicator,reinstatement_date,reinstatement_indicator,org_name,title,project_start_date,project_original_end_date,award_value,award_outlaid,award_remaining,org_state,org_city,org_type,org_congdist,us_rep,us_rep_phone,program_office_name,activity_type,award_class,funding_office_name,cfda_number,cfda_title,nofo,usaspending_url,taggs_url
NE11OE000007,🔄 Possibly Reinstated,NA,"- 2022-11-29: Grant awarded
- 2022-11-29: Obligation of $1,575,644
- 2022-11-29: Obligation of $34,485,177
- 2023-05-26: Obligation of $2,840,000
- 2023-05-26: Obligation of $580,391
- 2023-05-26: Obligation of $4,005,217
- 2023-11-30: Obligation of $2,757,345
- 2024-01-10: Obligation of $1,187,435
- 2024-02-22: Deobligation of -$2,840,000
- 2024-02-22: Deobligation of -$4,005,217
- 2024-02-26: Obligation of $2,840,000
- 2024-02-26: Obligation of $4,005,217
- 2024-03-20: Obligation of $2,840,000
- 2024-03-20: Obligation of $4,005,217
- 2024-03-22: Deobligation of -$2,840,000
- 2024-03-22: Deobligation of -$4,005,217
- 2024-09-11: Obligation of $3,000,106
- 2024-11-12: Obligation of $2,757,345
- 2024-11-30: Outlay of $1,448,668
- 2024-12-31: Outlay of $1,528,617
- 2025-01-31: Outlay of $959,789
- 2025-02-28: Outlay of $681,641
- 2025-03-31: Outlay of $1,221,045
- 2025-04-30: Outlay of $1,625,958
- 2025-05-31: Outlay of $450,567
- 2025-06-30: Outlay of $147,969
- 2025-07-31: Outlay of $1,185,349
- 2025-08-31: Outlay of $500,359
- 2025-09-30: Outlay of $1,151,425
- 2025-11-30: Outlay of $1,913,526
- 2025-12-02: Obligation of $2,757,345
- 2025-12-31: Outlay of $1,302,509
- 2026-01-23: [Reports of all PHIC paused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)
- 2026-01-24: [Reports of all PHIC unpaused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)",2026-01-23,Other reporting,2026-01-24,Other reporting,HEALTH SERVICES KENTUCKY CABINET FOR,Kentucky's Application for SPHI A2 and A3 Core NCC,2022-12-01,2027-11-30,55946005,19643271.38,36302733.620000005,KY,FRANKFORT,Health Department,KY-01,James Comer (R),202-225-3115,Epidemiology and Analysis Program Office,HEALTH SERVICES,DISCRETIONARY,CDC NATIONAL CENTER FOR IMMUNIZATION AND RESPIRATORY DISEASES,93.317,Centers for Disease Control and Prevention Collaboration with Academia to Strengthen Public Health,CDC-RFA-OE22-2203,https://www.usaspending.gov/award/ASST_NON_NE11OE000007_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NE11OE000007&arg_ProgOfficeCode=283
NE11OE000008,🔄 Possibly Reinstated,NA,"- 2022-11-29: Grant awarded
- 2022-11-29: Obligation of $886,058
- 2022-11-29: Obligation of $17,846,824
- 2023-05-29: Obligation of $1,744,904
- 2023-05-29: Obligation of $1,281,046
- 2023-05-29: Obligation of $336,381
- 2023-12-04: Obligation of $1,550,586
- 2024-01-10: Obligation of $780,751
- 2024-02-22: Deobligation of -$1,281,046
- 2024-02-22: Deobligation of -$1,744,904
- 2024-02-26: Obligation of $1,744,904
- 2024-02-26: Obligation of $1,281,046
- 2024-03-20: Obligation of $1,281,046
- 2024-03-20: Obligation of $1,744,904
- 2024-03-22: Deobligation of -$1,281,046
- 2024-03-22: Deobligation of -$1,744,904
- 2024-09-11: Obligation of $2,398,129
- 2024-11-12: End date cut off from 2027-11-30 to 2026-11-30
- 2024-11-12: Obligation of $1,550,586
- 2024-11-30: Outlay of $6,406,867
- 2024-12-31: Outlay of $922,199
- 2025-03-31: Outlay of $225,766
- 2025-04-30: Outlay of $2,851,852
- 2025-05-31: Outlay of $445,356
- 2025-06-30: Outlay of $311,839
- 2025-08-31: Outlay of $642,934
- 2025-11-30: Outlay of $2,419,096
- 2025-12-02: Obligation of $1,550,586
- 2025-12-31: Outlay of $330,900
- 2026-01-23: [Reports of all PHIC paused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)
- 2026-01-24: [Reports of all PHIC unpaused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)",2026-01-23,Other reporting,2026-01-24,Other reporting,"HEALTH AND HUMAN RESOURCES, WEST VIRGINIA DEPARTMENT OF","The West Virginia Department of Health and Human Resources (DHHR) Bureau for Public Health (BPH) functions as the state?s public health agency, offering comprehensive public health services",2022-12-01,2027-11-30,29925851,16162309.23,13763541.77,WV,CHARLESTON,Health Department,WV-01,Carol D. Miller (R),202-225-3452,Epidemiology and Analysis Program Office,HEALTH SERVICES,DISCRETIONARY,"CDC CENTER FOR SURVEILLANCE, EPIDEMIOLOGY, AND LABORATORY SERVICES",93.967,Centers for Disease Control and Prevention Collaboration with Academia to Strengthen Public Health,CDC-RFA-OE22-2203,https://www.usaspending.gov/award/ASST_NON_NE11OE000008_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NE11OE000008&arg_ProgOfficeCode=283
NE11OE000009,🔄 Possibly Reinstated,NA,"- 2022-11-29: Grant awarded
- 2022-11-29: Obligation of $9,347,437
- 2022-11-29: Obligation of $533,796
- 2023-11-08: Obligation of $934,135
- 2024-10-21: Deobligation of -$533,796
- 2024-10-21: Deobligation of -$9,347,437
- 2024-10-23: Deobligation of -$934,135
- 2024-10-24: Obligation of $533,796
- 2024-10-24: Obligation of $9,347,437
- 2024-10-28: Obligation of $934,135
- 2024-11-12: Obligation of $934,135
- 2025-03-31: Outlay of $1,651,750
- 2025-12-02: Obligation of $934,135
- 2026-01-23: [Reports of all PHIC paused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)
- 2026-01-24: [Reports of all PHIC unpaused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)",2026-01-23,Other reporting,2026-01-24,Other reporting,CITY OF EL PASO,"Strengthening U.S. Public Health Infrastructure, Workforce, and Data Systems",2022-12-01,2027-11-30,12683638,1651749.68,11031888.32,TX,EL PASO,Health Department,TX-16,Veronica Escobar (D),202-225-4831,Epidemiology and Analysis Program Office,HEALTH SERVICES,DISCRETIONARY,"CDC CENTER FOR SURVEILLANCE, EPIDEMIOLOGY, AND LABORATORY SERVICES",93.967,Centers for Disease Control and Prevention Collaboration with Academia to Strengthen Public Health,CDC-RFA-OE22-2203,https://www.usaspending.gov/award/ASST_NON_NE11OE000009_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NE11OE000009&arg_ProgOfficeCode=283
NE11OE000010,🔄 Possibly Reinstated,NA,"- 2022-11-29: Grant awarded
- 2022-11-29: Obligation of $141,433,002
- 2022-11-29: Obligation of $6,008,153
- 2023-05-26: Obligation of $12,533,818
- 2023-05-26: Obligation of $18,059,783
- 2023-05-26: Obligation of $2,097,685
- 2023-11-20: Obligation of $10,514,139
- 2024-01-09: Obligation of $3,716,257
- 2024-02-22: Deobligation of -$12,533,818
- 2024-02-22: Deobligation of -$18,059,783
- 2024-02-26: Obligation of $18,059,783
- 2024-02-26: Obligation of $12,533,818
- 2024-03-19: Obligation of $18,059,783
- 2024-03-19: Obligation of $12,533,818
- 2024-03-22: Deobligation of -$12,533,818
- 2024-03-22: Deobligation of -$18,059,783
- 2024-09-10: Obligation of $6,743,289
- 2024-11-18: Obligation of $10,514,139
- 2024-11-30: Outlay of $6,833,820
- 2024-12-31: Outlay of $2,370,794
- 2025-01-31: Outlay of $1,836,896
- 2025-02-28: Outlay of $4,840,012
- 2025-03-31: Outlay of $4,879,104
- 2025-04-30: Outlay of $568,431
- 2025-05-31: Outlay of $1,021,716
- 2025-06-30: Outlay of $4,212,243
- 2025-07-31: Outlay of $2,120,898
- 2025-08-31: Outlay of $2,898,351
- 2025-09-30: Outlay of $9,945,402
- 2025-11-30: Outlay of $943,382
- 2025-12-02: Obligation of $10,514,139
- 2025-12-31: Outlay of $1,782,937
- 2026-01-23: [Reports of all PHIC paused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)
- 2026-01-24: [Reports of all PHIC unpaused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)",2026-01-23,Other reporting,2026-01-24,Other reporting,FLORIDA DEPARTMENT OF HEALTH,Florida Department of Health Public Health Infrastructure Grant,2022-12-01,2027-11-30,222134404,76254491.77,145879912.23000002,FL,TALLAHASSEE,Health Department,FL-02,Neal P. Dunn (R),202-225-5235,Epidemiology and Analysis Program Office,HEALTH SERVICES,DISCRETIONARY,"CDC CENTER FOR SURVEILLANCE, EPIDEMIOLOGY, AND LABORATORY SERVICES",93.283,Centers for Disease Control and Prevention Collaboration with Academia to Strengthen Public Health,CDC-RFA-OE22-2203,https://www.usaspending.gov/award/ASST_NON_NE11OE000010_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NE11OE000010&arg_ProgOfficeCode=283
NE11OE000011,🔄 Possibly Reinstated,NA,"- 2022-11-29: Grant awarded
- 2022-11-29: Obligation of $10,087,131
- 2022-11-29: Obligation of $564,453
- 2022-12-06: Deobligation of -$564,453
- 2022-12-06: Deobligation of -$10,087,131
- 2022-12-21: Obligation of $10,087,131
- 2022-12-21: Obligation of $564,453
- 2023-11-20: Obligation of $987,786
- 2024-11-24: Obligation of $987,786
- 2024-11-30: Outlay of $644,294
- 2024-12-31: Outlay of $645,466
- 2025-02-28: Outlay of $1,007,310
- 2025-04-30: Outlay of $407,104
- 2025-06-30: Outlay of $631,468
- 2025-12-02: Obligation of $987,786
- 2025-12-31: Outlay of $1,210,584
- 2026-01-23: [Reports of all PHIC paused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)
- 2026-01-24: [Reports of all PHIC unpaused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)",2026-01-23,Other reporting,2026-01-24,Other reporting,FLORIDA DEPARTMENT OF HEALTH,"Strengthening the Public Health Infrastructure and Workforce in Jacksonville, FL",2022-12-01,2027-11-30,13614942,5030130.69,8584811.309999999,FL,TALLAHASSEE,Health Department,FL-02,Neal P. Dunn (R),202-225-5235,Epidemiology and Analysis Program Office,HEALTH SERVICES,DISCRETIONARY,"CDC CENTER FOR SURVEILLANCE, EPIDEMIOLOGY, AND LABORATORY SERVICES",93.283,Centers for Disease Control and Prevention Collaboration with Academia to Strengthen Public Health,CDC-RFA-OE22-2203,https://www.usaspending.gov/award/ASST_NON_NE11OE000011_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NE11OE000011&arg_ProgOfficeCode=283
NE11OE000012,🔄 Possibly Reinstated,NA,"- 2022-11-29: Grant awarded
- 2022-11-29: Obligation of $25,913,974
- 2022-11-29: Obligation of $1,220,405
- 2023-11-20: Obligation of $2,135,686
- 2024-11-13: Obligation of $2,135,686
- 2024-11-30: Outlay of $1,111,415
- 2024-12-31: Outlay of $131,860
- 2025-01-31: Outlay of $938,897
- 2025-02-28: Outlay of $425,427
- 2025-03-31: Outlay of $40,470
- 2025-04-30: Outlay of $441,631
- 2025-05-31: Outlay of $305,834
- 2025-06-30: Outlay of $306,224
- 2025-07-31: Outlay of $481,705
- 2025-08-31: Outlay of $35,870
- 2025-09-30: Outlay of $1,377,855
- 2025-11-30: Outlay of $1,862,080
- 2025-12-02: Obligation of $2,135,686
- 2025-12-31: Outlay of $521,099
- 2026-01-23: [Reports of all PHIC paused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)
- 2026-01-24: [Reports of all PHIC unpaused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)",2026-01-23,Other reporting,2026-01-24,Other reporting,DALLAS COUNTY TEXAS,"Dallas County- Strengthening Public Health Infrastructure, Workforce and Data System",2022-12-01,2027-11-30,33541437,10459602.22,23081834.78,TX,DALLAS,Health Department,TX-30,Jasmine Crockett (D),202-225-8885,Epidemiology and Analysis Program Office,HEALTH SERVICES,DISCRETIONARY,"CDC CENTER FOR SURVEILLANCE, EPIDEMIOLOGY, AND LABORATORY SERVICES",93.967,Centers for Disease Control and Prevention Collaboration with Academia to Strengthen Public Health,CDC-RFA-OE22-2203,https://www.usaspending.gov/award/ASST_NON_NE11OE000012_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NE11OE000012&arg_ProgOfficeCode=283
NE11OE000013,🔄 Possibly Reinstated,NA,"- 2022-11-29: Grant awarded
- 2022-11-29: Obligation of $10,442,197
- 2022-11-29: Obligation of $579,169
- 2023-05-26: Obligation of $258,529
- 2023-05-26: Obligation of $1,023,589
- 2023-05-26: Obligation of $783,655
- 2023-11-20: Obligation of $1,013,538
- 2024-01-09: Obligation of $650,997
- 2024-02-22: Deobligation of -$783,655
- 2024-02-22: Deobligation of -$1,023,589
- 2024-02-26: Obligation of $783,655
- 2024-02-26: Obligation of $1,023,589
- 2024-03-19: Obligation of $783,655
- 2024-03-19: Obligation of $1,023,589
- 2024-03-22: Deobligation of -$1,023,589
- 2024-03-22: Deobligation of -$783,655
- 2024-09-11: Obligation of $2,206,066
- 2024-11-15: Obligation of $1,013,538
- 2024-11-30: Outlay of $511,793
- 2024-12-31: Outlay of $285,852
- 2025-01-31: Outlay of $285,464
- 2025-02-28: Outlay of $231,319
- 2025-03-31: Outlay of $140,508
- 2025-04-30: Outlay of $471,569
- 2025-05-31: Outlay of $104,347
- 2025-06-30: Outlay of $162,982
- 2025-07-31: Outlay of $248,886
- 2025-08-31: Outlay of $122,205
- 2025-09-30: Outlay of $430,401
- 2025-11-30: Outlay of $487,217
- 2025-12-02: Obligation of $1,013,538
- 2025-12-31: Outlay of $243,359
- 2026-01-23: [Reports of all PHIC paused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)
- 2026-01-24: [Reports of all PHIC unpaused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)",2026-01-23,Other reporting,2026-01-24,Other reporting,EXECUTIVE OFFICE OF THE GOVERNOR OF DELAWARE,Public Health Strengthening Infrastructure Grant (OPM),2022-12-01,2027-11-30,18984816,6172350.51,12812465.49,DE,DOVER,Planning & Administrative Organizations,DE-00,Sarah McBride (D),202-225-4165,Epidemiology and Analysis Program Office,HEALTH SERVICES,DISCRETIONARY,"CDC CENTER FOR SURVEILLANCE, EPIDEMIOLOGY, AND LABORATORY SERVICES",93.283,Centers for Disease Control and Prevention Collaboration with Academia to Strengthen Public Health,CDC-RFA-OE22-2203,https://www.usaspending.gov/award/ASST_NON_NE11OE000013_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NE11OE000013&arg_ProgOfficeCode=283
NE11OE000014,🔄 Possibly Reinstated,NA,"- 2022-11-29: Grant awarded
- 2022-11-29: Obligation of $428,858
- 2022-11-29: Obligation of $6,815,500
- 2023-11-20: Obligation of $750,498
- 2024-11-24: Obligation of $750,498
- 2024-11-30: Outlay of $559,509
- 2025-01-31: Outlay of $753,319
- 2025-04-30: Outlay of $226,303
- 2025-06-30: Outlay of $214,984
- 2025-07-31: Outlay of $265,088
- 2025-09-30: Outlay of $315,191
- 2025-12-02: Obligation of $750,498
- 2026-01-23: [Reports of all PHIC paused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)
- 2026-01-24: [Reports of all PHIC unpaused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)",2026-01-23,Other reporting,2026-01-24,Other reporting,DOUGLAS COUNTY NEBRASKA,"Douglas County Health Department Strengthening U.S. Public Health Infrastructure, Workforce, and Data Systems					CDC-RFA-OE22-2203",2022-12-01,2027-11-30,9495852,3604614.3,5891237.7,NE,OMAHA,Health Department,NE-02,Don Bacon (R),202-225-4155,Epidemiology and Analysis Program Office,HEALTH SERVICES,DISCRETIONARY,"CDC CENTER FOR SURVEILLANCE, EPIDEMIOLOGY, AND LABORATORY SERVICES",93.967,Centers for Disease Control and Prevention Collaboration with Academia to Strengthen Public Health,CDC-RFA-OE22-2203,https://www.usaspending.gov/award/ASST_NON_NE11OE000014_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NE11OE000014&arg_ProgOfficeCode=283
NE11OE000015,🔄 Possibly Reinstated,NA,"- 2022-11-29: Grant awarded
- 2022-11-29: Obligation of $69,494,405
- 2022-11-29: Obligation of $3,026,621
- 2023-05-26: Obligation of $5,995,888
- 2023-05-26: Obligation of $1,074,356
- 2023-05-26: Obligation of $8,579,815
- 2023-11-29: Obligation of $5,296,524
- 2024-01-09: Obligation of $2,010,710
- 2024-02-22: Deobligation of -$5,995,888
- 2024-02-22: Deobligation of -$8,579,815
- 2024-02-26: Obligation of $5,995,888
- 2024-02-26: Obligation of $8,579,815
- 2024-03-19: Obligation of $5,995,888
- 2024-03-19: Obligation of $8,579,815
- 2024-03-22: Deobligation of -$8,579,815
- 2024-03-22: Deobligation of -$5,995,888
- 2024-09-10: Obligation of $4,218,725
- 2024-11-23: Obligation of $5,296,524
- 2024-11-30: Outlay of $1,766,947
- 2024-12-31: Outlay of $1,601,484
- 2025-01-31: Outlay of $1,618,309
- 2025-02-28: Outlay of $1,426,283
- 2025-03-31: Outlay of $801,014
- 2025-04-30: Outlay of $3,056,638
- 2025-05-31: Outlay of $1,814,375
- 2025-06-30: Outlay of $981,487
- 2025-07-31: Outlay of $1,898,961
- 2025-08-31: Outlay of $1,638,677
- 2025-09-30: Outlay of $2,033,968
- 2025-11-30: Outlay of $4,001,751
- 2025-12-02: Obligation of $5,296,524
- 2025-12-31: Outlay of $2,155,132
- 2026-01-23: [Reports of all PHIC paused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)
- 2026-01-24: [Reports of all PHIC unpaused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)",2026-01-23,Other reporting,2026-01-24,Other reporting,NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SERVICES,BP3 Strategy A2 Funding,2022-12-01,2027-11-30,110290092,31802598.95,78487493.05,NC,RALEIGH,Welfare Department,NC-02,Deborah K. Ross (D),202-225-3032,Epidemiology and Analysis Program Office,HEALTH SERVICES,DISCRETIONARY,CDC NATIONAL CENTER FOR IMMUNIZATION AND RESPIRATORY DISEASES,93.317,Centers for Disease Control and Prevention Collaboration with Academia to Strengthen Public Health,CDC-RFA-OE22-2203,https://www.usaspending.gov/award/ASST_NON_NE11OE000015_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NE11OE000015&arg_ProgOfficeCode=283
NE11OE000016,🔄 Possibly Reinstated,NA,"- 2022-11-29: Grant awarded
- 2022-11-29: Obligation of $4,613,735
- 2022-11-29: Obligation of $107,788,342
- 2023-01-12: Deobligation of -$107,788,342
- 2023-01-12: Deobligation of -$4,613,735
- 2023-01-23: Obligation of $4,613,735
- 2023-01-23: Obligation of $107,788,342
- 2023-05-29: Obligation of $1,282,103
- 2023-05-29: Obligation of $7,323,157
- 2023-05-29: Obligation of $10,506,192
- 2023-12-04: Obligation of $8,073,930
- 2024-01-09: Obligation of $2,356,954
- 2024-02-22: Deobligation of -$10,506,192
- 2024-02-22: Deobligation of -$7,323,157
- 2024-02-26: Obligation of $7,323,157
- 2024-02-26: Obligation of $10,506,192
- 2024-03-19: Obligation of $17,829,349
- 2024-03-22: Deobligation of -$17,829,349
- 2024-09-10: Obligation of $4,731,238
- 2024-11-18: Obligation of $8,073,930
- 2024-11-30: Outlay of $4,468,590
- 2024-12-31: Outlay of $2,472,168
- 2025-01-31: Outlay of $3,370,760
- 2025-02-28: Outlay of $2,576,729
- 2025-03-31: Outlay of $1,176,919
- 2025-04-30: Outlay of $995,575
- 2025-05-31: Outlay of $2,445,411
- 2025-06-30: Outlay of $2,443,679
- 2025-07-31: Outlay of $3,796,000
- 2025-08-31: Outlay of $1,791,374
- 2025-09-30: Outlay of $3,199,175
- 2025-11-30: Outlay of $5,553,294
- 2025-12-02: Obligation of $8,073,930
- 2025-12-31: Outlay of $2,624,617
- 2026-01-23: [Reports of all PHIC paused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)
- 2026-01-24: [Reports of all PHIC unpaused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)",2026-01-23,Other reporting,2026-01-24,Other reporting,"HEALTH RESEARCH, INC.","Strengthening NYSDOH Public Health Infrastructure, Workforce and Data Systems",2022-12-01,2027-11-30,162823511,50515549.92,112307961.08,NY,MENANDS,Health Department,NY-20,Paul Tonko (D),202-225-5076,Epidemiology and Analysis Program Office,HEALTH SERVICES,DISCRETIONARY,"CDC CENTER FOR SURVEILLANCE, EPIDEMIOLOGY, AND LABORATORY SERVICES",93.967,Centers for Disease Control and Prevention Collaboration with Academia to Strengthen Public Health,CDC-RFA-OE22-2203,https://www.usaspending.gov/award/ASST_NON_NE11OE000016_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NE11OE000016&arg_ProgOfficeCode=283
NE11OE000017,🔄 Possibly Reinstated,NA,"- 2022-11-29: Grant awarded
- 2022-11-29: Obligation of $18,254,285
- 2022-11-29: Obligation of $902,945
- 2023-11-09: Obligation of $1,580,142
- 2024-11-18: Obligation of $1,580,142
- 2024-11-30: Outlay of $1,092,053
- 2024-12-31: Outlay of $1,032,457
- 2025-03-31: Outlay of $687,439
- 2025-04-30: Outlay of $372,916
- 2025-05-31: Outlay of $301,675
- 2025-06-30: Outlay of $513,641
- 2025-07-31: Outlay of $424,858
- 2025-08-31: Outlay of $548,795
- 2025-09-30: Outlay of $292,595
- 2025-11-30: Outlay of $1,159,343
- 2025-12-02: Obligation of $1,580,142
- 2025-12-31: Outlay of $1,104,069
- 2026-01-23: [Reports of all PHIC paused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)
- 2026-01-24: [Reports of all PHIC unpaused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)",2026-01-23,Other reporting,2026-01-24,Other reporting,KING COUNTY,"King County Strengthening U.S. Public Health Infrastructure, Workforce, and Data Systems",2022-12-01,2027-11-30,23897656,11838233.91,12059422.09,WA,SEATTLE,Health Department,WA-09,Adam Smith (D),202-225-8901,Epidemiology and Analysis Program Office,HEALTH SERVICES,DISCRETIONARY,"CDC CENTER FOR SURVEILLANCE, EPIDEMIOLOGY, AND LABORATORY SERVICES",93.283,Centers for Disease Control and Prevention Collaboration with Academia to Strengthen Public Health,CDC-RFA-OE22-2203,https://www.usaspending.gov/award/ASST_NON_NE11OE000017_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NE11OE000017&arg_ProgOfficeCode=283
NE11OE000018,🔄 Possibly Reinstated,NA,"- 2022-11-29: Grant awarded
- 2022-11-29: Obligation of $499,542
- 2022-11-29: Obligation of $8,520,969
- 2023-11-20: Obligation of $874,195
- 2024-11-15: Obligation of $874,195
- 2024-11-30: Outlay of $555,106
- 2025-02-28: Outlay of $124,202
- 2025-03-31: Outlay of $286,973
- 2025-09-30: Outlay of $290,885
- 2025-11-30: Outlay of $1,215,184
- 2025-12-02: Obligation of $874,195
- 2025-12-31: Outlay of $521,194
- 2026-01-23: [Reports of all PHIC paused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)
- 2026-01-24: [Reports of all PHIC unpaused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)",2026-01-23,Other reporting,2026-01-24,Other reporting,CITY OF COLUMBUS,"Strengthening U.S. Public Health Infrastructure, Workforce, and Data Systems",2022-12-01,2027-11-30,11643096,5757024.31,5886071.69,OH,COLUMBUS,Health Department,OH-15,Mike Carey (R),202-225-2015,Epidemiology and Analysis Program Office,HEALTH SERVICES,DISCRETIONARY,"CDC CENTER FOR SURVEILLANCE, EPIDEMIOLOGY, AND LABORATORY SERVICES",93.967,Centers for Disease Control and Prevention Collaboration with Academia to Strengthen Public Health,CDC-RFA-OE22-2203,https://www.usaspending.gov/award/ASST_NON_NE11OE000018_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NE11OE000018&arg_ProgOfficeCode=283
NE11OE000019,🔄 Possibly Reinstated,NA,"- 2022-11-29: Grant awarded
- 2022-11-29: Obligation of $30,284,691
- 2022-11-29: Obligation of $1,401,552
- 2023-05-26: Obligation of $2,956,192
- 2023-05-26: Obligation of $2,117,090
- 2023-05-26: Obligation of $467,240
- 2023-11-20: Obligation of $2,452,692
- 2024-01-09: Obligation of $998,850
- 2024-02-22: Deobligation of -$2,117,090
- 2024-02-22: Deobligation of -$2,956,192
- 2024-02-26: Obligation of $2,117,090
- 2024-02-26: Obligation of $2,956,192
- 2024-03-19: Obligation of $2,117,090
- 2024-03-19: Obligation of $2,956,192
- 2024-03-22: Deobligation of -$2,956,192
- 2024-03-22: Deobligation of -$2,117,090
- 2024-09-10: Obligation of $2,720,961
- 2024-11-15: Obligation of $2,452,692
- 2024-11-30: Outlay of $238,547
- 2024-12-31: Outlay of $139,738
- 2025-01-31: Outlay of $212,886
- 2025-02-28: Outlay of $278,558
- 2025-03-31: Outlay of $297,878
- 2025-04-30: Outlay of $375,151
- 2025-06-30: Outlay of $123,637
- 2025-07-31: Outlay of $222,195
- 2025-08-31: Outlay of $4,497
- 2025-09-30: Outlay of $195,051
- 2025-11-30: Outlay of $954,188
- 2025-12-02: Obligation of $2,452,692
- 2025-12-31: Outlay of $372,705
- 2026-01-23: [Reports of all PHIC paused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)
- 2026-01-24: [Reports of all PHIC unpaused](https://www.statnews.com/2026/01/24/public-health-infrastructure-grants-cdc-paused-states/)",2026-01-23,Other reporting,2026-01-24,Other reporting,DEPARTMENT OF PUBLIC HEALTH CONNECTICUT,"Activities Supporting Connecticut's Investment in Public Health Infrastructure, Workforce, and Data Systems",2022-12-01,2027-11-30,48304652,17662640.88,30642011.12,CT,HARTFORD,Health Department,CT-01,John B. Larson (D),202-225-2265,Epidemiology and Analysis Program Office,HEALTH SERVICES,DISCRETIONARY,CDC NATIONAL CENTER FOR IMMUNIZATION AND RESPIRATORY DISEASES,93.317,Centers for Disease Control and Prevention Collaboration with Academia to Strengthen Public Health,CDC-RFA-OE22-2203,https://www.usaspending.gov/award/ASST_NON_NE11OE000019_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NE11OE000019&arg_ProgOfficeCode=283
